id,name,type,year_start,year_end,description,key_works,tags,related_to,primary_field,key_contributions,relevance_to_phd,focus_tags
1,Plato,person,428 BCE,348 BCE,"Ancient Greek philosopher who founded the Academy in Athens. Developed the Theory of Forms (or Ideas), arguing that the material world is a shadow of an eternal realm of perfect Forms. His dialogues established the foundation for Western philosophy and idealist metaphysics.","The Republic, Symposium, Phaedo",idealism;classical-philosophy;epistemology,2;3
197,Lucy Suchman,person,1954,present,"Anthropologist of human–machine interaction; 'Plans and Situated Actions' (1987). Developed situated action perspective.","Plans and Situated Actions",situated-action;hci;anthropology;work,98;204,Anthropology / HCI,"Situated action; user/artefact relationships.","Focus on technicians and field agents interacting with remote-sensing systems: whose practices count, how visible are they, how are they recorded?",technology;work;body
198,Ulrich Felt,person,1965,present,"STS scholar on changing role of science in society, participation, governance.",,participation;governance;science-in-society;sts,98;211,STS / Participation & Governance,"Public engagement; participation; governance of science.","Frames how measurement labour involves engagement and participation; how 'care' might be recast as participation in monitoring infrastructures.",governance;policy;infrastructure
199,Wendy Faulkner,person,1955,present,"Feminist STS scholar on gender/technology, work, and power; critiques symmetry.",,feminist-sts;gender-technology;power;work;symmetry,98;209,Feminist STS,"Gender, power and technology; critique of symmetry.","Examine power inequalities within climate-monitoring infrastructures (who gets credit, who remains invisible) and link to labour and recognition gaps.",gender,labour,technology
200,Co-production,concept,1990,present,"Idea that science/technology and social order are co-produced (Jasanoff).",,co-production;governance;society;knowledge,191;98,,,,
201,Sociotechnical Imaginaries,concept,2000,present,"Collectively held visions of desirable futures realized through science/technology and institutions (Jasanoff & Kim).",,sociotechnical-imaginaries;futures;governance,191;98,,,,
202,Technopolitics,concept,1998,present,"The strategic practice where technological choices and political dynamics co-constitute each other (Hecht).",,technopolitics;infrastructure;power,194;98,,,,
203,Script,concept,1992,present,"The notion that artefacts inscribe programs of action that configure users and non-humans (Akrich).",,scripts;design;users;non-human,196;98,,,,
204,Situated Action,concept,1987,present,"Perspective emphasizing action as situated in context rather than planned, shaping human–machine interaction (Suchman).",,situated-action;interaction;practice,197;98,,,,
205,Ontological Politics,concept,2002,present,"Politics of enacting different realities through practices; plural ontologies (Mol).",,ontological-politics;practice;medicine,193;98,,,,
206,"Sociology of Work, Labour, Organisations",framework,,,"Examines labour processes, organisations, hierarchical relations, and invisibility of labour (e.g., 'invisible work' in healthcare).",,sociology;labour;organisations;work,98;192;197;208;215,,"I can draw on this field to unpack how technicians, calibration engineers, sensor maintainers in climate/monitoring infrastructures perform labour that is often invisible or under-acknowledged; it gives me tools to talk about recognition, articulation work, and organisational invisibility.",labour;work;organisation
207,Ethics of Care / Care Studies,framework,,,"Moral theory around care, relationality, dependency; emphasizes making visible caring labour and re-centering care.",,ethics-of-care;care;relationality,209;98,,"Since my dissertation is about care ethics / labour-visibility, this lens asks how infrastructures of measurement enact or neglect care; how the labour of caring (for sensors, calibration, data quality) gets recognised.",care,labour,ethics
208,Infrastructure Studies,framework,,,"Studies infrastructures (technical, socio-technical) as sites of governance, maintenance, visibility/invisibility, and politics.",,infrastructure;maintenance;governance,98;194;134;211;214;222;223;224;225;231;232,,"Analyze climate measurement infrastructures (ground stations, sensor networks, satellite data chains): who maintains them, whose labour keeps them running, whose work is rendered invisible, how infrastructures embody labour and calibration standards.",infrastructure,technology,earth
209,Feminist Science & Technology Studies,framework,,,"Intersections of gender (and race/class) with science, technology, labour, bodies, and knowledge production; focuses on power and whose work counts.",,feminist-sts;intersectionality;gender;labour,98;192;199,,"Ask how gender/race/class dynamics shape the labour of calibration, monitoring, and maintenance in climate infrastructures; which bodies are visible/invisible.",gender,body,labour
210,Anthropology of Technology / Cultural Anthropology,framework,,,"Ethnographic approaches to how people interact with technologies; embodied know-how; technologies in everyday life.",,anthropology;ethnography;practice,98;197;193,,"Access micro-practices, embodied labour, and tacit knowledge of technicians and agents operating measurement infrastructures in specific cultural/institutional contexts.",body,practice,technology
211,Science & Technology Policy / Governance Studies,framework,,,"How S/T are governed; how policy shapes standards, infrastructures, and expertise; co-production of knowledge and society.",,policy;governance;standards;institutions,98;191;195;213;229;231,,"Situate measurement infrastructures in governance: calibration standards, labour structuring by policy, institutionalisation (e.g., Swedish/European contexts) and effects on recognition of labour.",policy,governance,standards
212,Environmental Justice / Political Ecology,framework,,,"How environmental problems, infrastructures, and measurement regimes intersect with justice; distribution of burdens/benefits; power and knowledge.",,environmental-justice;political-ecology;infrastructure,134;194;98,,"Link measurement, labour, and recognition to justice: which communities host sensor networks, whose labour is required, whose voices are heard/marginalised; tie care/labour of monitoring and memory (e.g., waste, legacy sensors) into justice.",environment,earth,justice
213,Sociology of Quantification,framework,,,"How numbers, metrics, and statistics are produced; social embedding of measurement regimes and standards.",,quantification;standards;metrics,98;211,,"Calibration, sensor networks, and measurement are about quantification. Helps think through how labour supports standards and how invisibility shapes what counts in climate data infrastructures.",quantification;standards;technology
214,Labour Geography / Geography of Work,framework,,,"Spatial dimensions of labour; how infrastructures and work practices map onto places; visibility across distance.",,geography;labour;space,208;212;98,,"Climate measurement infrastructures are distributed (ground stations, remote sensors, satellites); this frames spatial visibility of labour and recognition across distance.",earth;space;labour
215,Organisational Studies / Management Studies,framework,,,"How organisations coordinate work; how hidden work is managed; how care is operationalised in organisations.",,organisations;management;work,206;98;192,,"Analyze how organisations (agencies, labs, satellite centres, calibration facilities) structure and manage labour and formalise/transform care and monitoring work; how recognition is organised.",organisation;management;labour
216,Intersectionality,concept,1989,present,"Analytical framework for understanding how systems of power (race, gender, class, etc.) intersect to shape experience and inequality. Coined by Kimberlé Crenshaw; developed by Black feminist thought and feminist STS.",,intersectionality;power;social-categories;black-feminist-thought,93;90;209;227,Intersectional Feminism,"Intersections of race, gender, class, etc.; structural vs. political intersectionality.","Central for mapping how recognition and invisibility of labour in climate-data infrastructures vary along intersecting axes (gender, race, class, region).",gender;labour;justice
217,Critical Posthumanism,framework,2000,present,"Stream within posthumanism emphasizing critique of human exceptionalism, ethics, and more-than-human entanglements across science, technology, media, and ecology.",,,107;91;104;109;110;111,Posthumanities,"Affirmative ethics; decentring the human; more-than-human relations.","Helps me theorize care/labour distributed across human–nonhuman constellations in measurement infrastructures (sensors, satellites, organisms, environments).",earth;technology;body
218,Joanna Zylinska,person,1971,present,"Media theorist and artist engaging posthumanism, AI, and the Anthropocene; authored 'Minimal Ethics for the Anthropocene' (2014) and 'AI Art: Machine Visions and Warped Dreams' (2020).",Minimal Ethics for the Anthropocene; AI Art,posthumanism;media-theory;ai;anthropocene,217;107,Media & Posthumanities,"Minimal ethics; posthuman media; AI aesthetics.","Useful to frame ethical and aesthetic dimensions of AI-enabled sensing/visualization within climate-data infrastructures.",technology;media;ai
219,Stefan Herbrechter,person,1966,present,"Cultural theorist who co-edited 'Critical Posthumanism' reader; develops critical posthumanities across media, culture, and theory.",Critical Posthumanism (ed.),posthumanism;critical-posthumanism;media,217;107,Posthumanities,"Critical posthumanities; media and culture.","Adds depth to posthumanism network relevant for theorizing infrastructures and media of observation.",media;technology;body
220,Kate Crawford,person,1976,present,"Scholar of AI, infrastructure, labour, and environment; 'Atlas of AI' (2021) analyzes extractive supply chains of AI. Co-founded AI Now Institute.",Atlas of AI,ai;infrastructure;labour;environment;platforms,98;148;208;212,AI and Infrastructure,"AI's extractive infrastructures; resource, labour, and environmental costs.","Directly relevant to climate/earth observation infrastructures: connects AI pipelines, resource extraction, and invisible labour.",ai;technology;infrastructure
221,María Puig de la Bellacasa,person,1974,present,"STS and feminist theorist; 'Matters of Care' (2017). Develops speculative ethics of care in more-than-human worlds; connects care, technoscience, and ecology.",Matters of Care,ethics-of-care;feminist-sts;posthumanism;more-than-human,207;209;217;98,STS / Care / Ecology,"Care as ethical-political practice in technoscience; more-than-human care.","Provides a care lens for maintenance, calibration, and ecological entanglements of measurement infrastructures.",care;labour;earth
222,Paul N. Edwards,person,1959,present,"Historian/STS scholar of climate knowledge infrastructures; 'A Vast Machine' (2010) on models, data, and global warming politics.",A Vast Machine,climate-data;models;infrastructure;history-of-computing,98;208;213;134,STS / Climate Infrastructures,"Global data/model infrastructures; knowledge infrastructures.","Core reference for climate-data infrastructures, their politics, and labour of integration/calibration.",earth;technology;data
223,Lisa Parks,person,1971,present,"Media scholar of satellite cultures and media infrastructures; 'Cultures in Orbit' (2005) and later works on media/infrastructure politics.",Cultures in Orbit,media-infrastructure;satellite;remote-sensing;infrastructure,208;98;126,Media Infrastructures,"Satellite/media infrastructures; visibility politics; remote sensing.","Connects satellite cultures and media infrastructures to questions of visibility, labour, and governance in observation systems.",media;satellite;technology
224,History of Computing,framework,1980,present,"Historical study of computing technologies, institutions, labour, and infrastructures; examines standards, platforms, and global networks.",,,98;208;139,History / STS,"Computing histories; platforms; standards and institutions.","Frames computing and data infrastructures (including satellites and sensors) as historically evolving socio-technical systems.",technology;history;infrastructure
225,Martin Campbell-Kelly,person,1951,present,"Historian of computing; co-author of 'Computer: A History of the Information Machine' (with Aspray, Ensmenger, Akera). Studies software industry and information infrastructures.",Computer: A History of the Information Machine,history-of-computing;information-infrastructure;software-industry,224;98;208,History of Computing,"History of computing and information infrastructures.","Gives historical grounding for data/measurement infrastructures and organisational labour.",technology;history;infrastructure
226,Data Feminism,framework,2020,present,"Framework applying intersectional feminism to data science and visualization; centers power, justice, and situated knowledge (D'Ignazio & Klein).",,,156;157;209;213;98,Feminist Data / STS,"Data justice; power; situated knowledges; feminist visualization.","Supports an intersectional and justice-oriented approach to climate/measurement data and labour recognition.",data;gender;justice
227,Ruha Benjamin,person,1978,present,"Sociologist of science and technology; 'Race After Technology' (2019). Analyzes how technologies encode inequity; advocates for abolitionist tools and data justice.","Race After Technology, Viral Justice",race-after-technology;data-justice;inequity-by-design;critical-race-sts,148;209;226,STS / Race & Technology,"Race and technology; data justice; abolitionist tools.","Helps ground an intersectional analysis of measurement infrastructures and labour recognition across race/class lines.",race;justice;ai
229,Meredith Whittaker,person,1986,present,"AI policy leader and researcher; co-founded AI Now; focuses on AI governance, labour, and platform power.",,"ai-governance;platform-power;labour;policy",148;211;98,AI Policy & Governance,"AI governance; labor and organizing; platform power.","Links AI policy and organizational dynamics to how measurement/AI infrastructures are governed and whose labour is recognised.",policy;governance;labour
230,Shoshana Zuboff,person,1951,present,"Scholar who theorized surveillance capitalism in 'The Age of Surveillance Capitalism' (2019) – analyzing data extraction, behavioral futures, and platform power.",The Age of Surveillance Capitalism,surveillance-capitalism;platform-economy;datafication,148;152,Political Economy / Surveillance,"Surveillance capitalism; behavioral futures; extraction.","Illuminates extraction logics and visibility of labour/infrastructures in platform economies relevant to AI and data pipelines.",surveillance;platform;data
231,Julie E. Cohen,person,1965,present,"Legal scholar of information law and political economy; 'Between Truth and Power' (2019). Analyzes datafication, platform power, and governance.",Between Truth and Power,information-law;datafication;platform-power;governance,211;148,Law / Information Policy,"Datafication; platform governance; informational capitalism.","Provides governance/legal lenses for measurement and AI infrastructures; how rules structure labour and recognition.",law;governance;data
232,Sarah T. Roberts,person,1975,present,"Scholar of commercial content moderation; 'Behind the Screen' (2019). Reveals hidden labour and health impacts of platform moderation.",Behind the Screen,content-moderation;platform-labour;invisible-work,206;148;152,Sociology of Work / Platforms,"Hidden labour; commercial content moderation; platform operations.","Central to invisible labour analysis; parallels maintenance/moderation work in data/measurement infrastructures.",labour;platform;health
233,Rob Kitchin,person,1971,present,"Geographer of data/infrastructures; 'The Data Revolution' (2014); studies smart cities, data assemblages, and governance.",The Data Revolution,data-infrastructures;smart-cities;data-governance,208;213;98,Data & Infrastructure,"Data infrastructures; smart city governance.","Frames data infrastructures and governance; relevant to sensors, platforms, and quantification practices.",data;infrastructure;urban
234,Atlas of AI,work,2021,,"Book by Kate Crawford analyzing AI's extractive infrastructures of data, labor, and resources; critical study of AI industry.",,"ai;infrastructure;labour;environment;platforms",220;148;208;212,AI and Infrastructure,"Critical atlas of AI's infrastructures; extraction and costs.","Connects AI pipelines and invisible labor/resource extraction to climate and observation infrastructures.",ai;technology;infrastructure
235,A Vast Machine,work,2010,,"Book by Paul N. Edwards on climate data/model infrastructures and the politics of global warming; canonical in climate knowledge infrastructures.",,"climate-data;models;infrastructure;history-of-computing",223;208;213;134,STS / Climate Infrastructures,"Global data/model infrastructures; knowledge infrastructures.","Directly supports analysis of climate-data infrastructures, integration, and calibration labor.",earth;technology;data
236,Cultures in Orbit,work,2005,,"Book by Lisa Parks on satellite media cultures and infrastructures; visibility politics of remote sensing.",,"media-infrastructure;satellite;remote-sensing;infrastructure",224;208;98,Media Infrastructures,"Satellite/media infrastructures; visibility politics; remote sensing.","Frames satellite cultures and media infrastructures relevant to observation systems and labor visibility.",media;satellite;technology
237,Data Feminism (book),work,2020,,"Book by Catherine D'Ignazio and Lauren F. Klein applying intersectional feminism to data science, visualization, and justice.",,"data-feminism;data-justice;feminist-data-science",155;156;226;209,Data Feminism,"Data justice; situated knowledges; feminist visualization.","Supports intersectional and justice-oriented analysis of measurement/data infrastructures and labor recognition.",data;gender;justice
238,Algorithms of Oppression,work,2018,,"Book by Safiya Umoja Noble analyzing search engine bias and digital racism; foundational to critical algorithm studies.",,"critical-algorithm-studies;digital-racism;search-engine-bias",149;148,Information Studies / CAS,"Search engine bias; platform racism.","Shows how information infrastructures encode bias, relevant to visibility/invisibility in data pipelines.",search;justice;bias
239,Race After Technology,work,2019,,"Book by Ruha Benjamin examining how technologies encode inequity and race; proposes abolitionist tools.",,"race-after-technology;data-justice;inequity-by-design",227;148;226,STS / Race & Technology,"Race and technology; data justice.","Grounds intersectional critique of measurement/AI infrastructures and labor recognition across race/class lines.",race;justice;ai
240,The Age of Surveillance Capitalism,work,2019,,"Book by Shoshana Zuboff theorizing data extraction, behavioral futures, and platform power.",,"surveillance-capitalism;platform-economy;datafication",230;152;148,Political Economy / Surveillance,"Surveillance capitalism; extraction; platform power.","Explains extraction logics shaping platform and AI infrastructures with labor and governance implications.",surveillance;platform;data
241,Behind the Screen,work,2019,,"Book by Sarah T. Roberts on commercial content moderation; reveals hidden labor and health impacts.",,"content-moderation;platform-labour;invisible-work",232;206;152,Sociology of Work / Platforms,"Hidden labor; platform operations.","Parallels maintenance/moderation work with data/measurement infrastructures and labor visibility.",labour;platform;health
242,Paris Agreement,event,2015,,"Global climate accord under UNFCCC with commitments to limit warming; shapes climate monitoring and reporting infrastructures.",,"climate-policy;unfccc;monitoring;reporting",134;208;223,Climate Governance,"International climate governance; monitoring and reporting.","Context for climate-data infrastructures and labor involved in monitoring and reporting.",earth;policy;governance
243,Landsat 1 Launch,event,1972,,"Launch of Landsat 1, pioneering Earth observation satellite; foundation for remote sensing data infrastructures.",,"earth-observation;remote-sensing;satellite",134;208;224;223,Earth Observation,"Start of satellite-based Earth observation.","Historical anchor for observation infrastructures and related labor/maintenance.",earth;satellite;technology
244,Project Maven Protests,event,2018,,"Employee protests against use of AI for military targeting (Google Project Maven); catalyzed debates on AI ethics and labor.",,"ai-ethics;tech-labor;protest",229;220;148;211,AI Ethics and Labor,"Worker organizing; AI ethics.","Connects AI governance and labor visibility/agency within infrastructure organizations.",ai;labour;ethics
245,Establishment of ESA,event,1975,,"European Space Agency founded; consolidation of European space programs; key role in Copernicus and Earth observation.",,"space-agency;earth-observation;copernicus",208;224;223,Space Infrastructure,"Institutional infrastructure for European space and observation programs.","Sets organizational context for satellite infrastructures and associated labor.",earth;satellite;governance
246,Sputnik 1 Launch,event,1957,,"Launch of Sputnik 1, the first artificial satellite; catalyzed global space programs and remote sensing infrastructures.",,"satellite;space-race;earth-observation",208;224;223,Space Infrastructure,"First artificial satellite; global impetus for space infrastructure.","Anchors the origins of satellite-based observation and related labor/institutions.",earth;satellite;technology
247,TIROS-1 Launch,event,1960,,"Launch of TIROS-1, first successful weather satellite; foundation for meteorological remote sensing.",,"weather;remote-sensing;satellite",208;134;223,Earth Observation,"Start of satellite meteorology.","Establishes climate and weather monitoring infrastructures.",earth;satellite;weather
248,TCP/IP Day,event,1983,,"ARPANET switches to TCP/IP; foundational protocol for the modern Internet.",,"internet;tcp-ip;networking",208;224;152,Networking Infrastructure,"Standardizes Internet protocol suite.","Enables global networking underpinning data movement and platforms.",technology;internet;infrastructure
249,World Wide Web Proposal,event,1989,,"Tim Berners-Lee proposes the World Wide Web at CERN; hypertext for sharing documents over the Internet.",,"world-wide-web;hypertext;internet",224;152;148,Web Infrastructure,"Foundational web technologies.","Transforms knowledge/data infrastructures used in humanities and observation systems.",technology;internet;data
250,CCD Sensor Invention,event,1969,,"Invention of the charge-coupled device (CCD) by Boyle and Smith; revolutionizes imaging sensors.",,"ccd;imaging;photography;sensors",208;223,Imaging Technology,"Enables digital imaging across satellites and cameras.","Core to remote sensing, scientific imaging, and data pipelines.",technology;photography;sensors
251,Infrared Radiation Discovery,event,1800,,"William Herschel discovers infrared radiation; groundwork for thermal sensing.",,"infrared;thermal;optics",208,Imaging Technology,"Foundation for IR sensing.","Underpins remote thermal sensing technologies.",technology;infrared;sensors
252,Daguerreotype Announced,event,1839,,"Louis Daguerre announces the daguerreotype; practical photography begins.",,"photography;imaging;history",224,Imaging Technology,"Practical photography begins.","Historical anchor for imaging technologies and cultural techniques.",photography;technology;history
253,AWS EC2 Launch,event,2006,,"Amazon launches EC2 and S3; popularizes elastic cloud computing and modern data center practices.",,"cloud;data-centers;platforms",208;152,Cloud Infrastructure,"Elastic compute and storage services.","Shapes data infrastructure backends for analytics and AI pipelines.",data;infrastructure;cloud
254,GDPR Enforcement,event,2018,,"General Data Protection Regulation comes into force in the EU; reshapes data governance and compliance.",,"gdpr;data-protection;governance",211;148,Data Governance,"Data protection regime in the EU.","Alters governance of data infrastructures and recognition/accountability.",policy;governance;data
255,Snowden Disclosures,event,2013,,"Edward Snowden reveals NSA surveillance programs; exposes global surveillance infrastructures.",,"surveillance;privacy;governance",148;152,Surveillance Infrastructure,"Public awareness of surveillance systems.","Reframes debates on data infrastructures and governance.",surveillance;governance;data
256,ImageNet Dataset Release,event,2009,,"Release of ImageNet dataset; large-scale labeled images for computer vision research.",,"imagenet;dataset;computer-vision",148,AI Milestone,"Benchmark dataset for vision.","Drives deep learning advances relevant to sensing and classification.",ai;data;vision
257,AlexNet Breakthrough,event,2012,,"AlexNet wins ImageNet with deep CNNs; sparks modern deep learning wave.",,"deep-learning;imagenet;cnn",148,AI Milestone,"Deep learning breakthrough in vision.","Catalyzes AI capabilities applied to remote sensing and analysis.",ai;deep-learning;vision
258,AlphaGo vs Lee Sedol,event,2016,,"AlphaGo defeats Lee Sedol; milestone in reinforcement learning and AI.",,"reinforcement-learning;ai;games",148,AI Milestone,"Go milestone for AI.","Signals practical advances in AI relevant across analysis tasks.",ai;milestone
259,Attention Is All You Need,work,2017,,"Research paper introducing the Transformer architecture; foundational for modern AI models.",,"transformer;deep-learning;ai",148,AI Architecture,"Self-attention and Transformer architecture.","Shapes AI used for classification, analysis, and infrastructure orchestration.",ai;deep-learning;transformer
260,China REE Export Restrictions,event,2010,,"China restricts rare earth element exports; exposes material dependencies in tech supply chains.",,"rare-earth;mining;supply-chain",208;212,Resource Infrastructure,"Rare earth supply shock.","Highlights material underpinnings of sensors, electronics, and green tech infrastructures.",resources;mining;technology
261,R.G. Collingwood,person,1889,1943,"British philosopher-historian who developed re-enactment theory: historical understanding as re-thinking past actors' thoughts.",The Idea of History,philosophy-of-history;re-enactment;idealism,62;171,History of Historiography,"Re-enactment theory; historical understanding.","Useful for analyzing technical reasoning in calibration and infrastructure decisions.",history;philosophy
262,Carlo Ginzburg,person,1939,present,"Italian historian who pioneered microhistory and evidential paradigm analyzing traces and clues.","The Cheese and the Worms; Clues, Myths, and the Historical Method",microhistory;evidential-paradigm;annales-school,60;61;78,Microhistory,"Evidential paradigm; clues and traces.","Supports close studies of calibration practices and sensor work.",history;method
263,Reinhart Koselleck,person,1923,2006,"German historian who developed conceptual history (Begriffsgeschichte) analyzing semantic change over time.","Futures Past; Critique and Crisis",conceptual-history;historical-semantics;temporality,128,Conceptual History,"Conceptual history; temporal semantics.","Frames changing meanings of 'calibration', 'precision', 'data quality'.",history;semantics
264,Natalie Zemon Davis,person,1928,2023,"American-Canadian historian who advanced narrative microhistory and cultural history.","The Return of Martin Guerre; Fiction in the Archives",microhistory;cultural-history;narrative-history,60;78,Microhistory,"Narrative microhistory.","Useful for technician-centered case narratives in infrastructures.",history;narrative
265,Herbert Butterfield,person,1900,1979,"British historian who critiqued 'Whig interpretation' of history and teleological progress narratives.",The Whig Interpretation of History,historiography;whig-history;presentism-critique,62;77,Historiography,"Critique of teleology.","Guards against progress narratives in technology histories.",history;method
266,Benedetto Croce,person,1866,1952,"Italian philosopher arguing all history is contemporary history shaped by present concerns.","Theory and History of Historiography; History as the Story of Liberty",idealist-historiography;philosophy-of-history;presentism,62,Historiography,"Presentism; philosophy of history.","Supports reflexivity in telling infrastructure histories.",history;philosophy
267,Paul Otlet,person,1868,1944,"Belgian bibliographer who created the Mundaneum; developed universal classification and documentation systems.",Traité de documentation,documentation;information-science;classification;mundaneum,139,History of Knowledge,"Documentation; universal classification.","Precursor to information infrastructures and data organization.",information;infrastructure
268,Vannevar Bush,person,1890,1974,"American engineer who proposed the Memex concept influencing hypertext and information retrieval.",As We May Think,information-science;hypertext;memex;computing,224;139,Information Architecture,"Memex; information retrieval.","Frames digital information architecture underlying data infrastructures.",technology;information
269,Claude Shannon,person,1916,2001,"Founder of information theory establishing mathematical basis for digital communication.",A Mathematical Theory of Communication,information-theory;communication;cybernetics,224;110,Information Theory,"Information capacity and communication.","Underpins data transmission in sensor and satellite networks.",information;communication
270,Norbert Wiener,person,1894,1964,"Founder of cybernetics studying control and communication in machines and living beings.",Cybernetics,cybernetics;control-theory;systems-theory,110;224,Control and Communication,"Cybernetics; feedback.","Relevant for feedback loops in automated monitoring and control.",systems;control
271,Marshall McLuhan,person,1911,1980,"Canadian media theorist analyzing how media technologies shape cognition and society.","Understanding Media; The Gutenberg Galaxy",media-theory;technology;communication,142;126;223,Media Theory,"Media as extensions of man.","Helps read satellites and sensors as media extending perception.",media;technology
272,Elizabeth Eisenstein,person,1923,2016,"Historian of print culture analyzing the printing press as agent of change in early modern Europe.",The Printing Press as an Agent of Change,print-culture;information-history;technology,58;13;224,Print Culture,"Printing as agent of change.","Analogy for digital information infrastructures and transformation.",information;history
273,Ann Blair,person,1961,present,"Historian of early modern information management and note-taking practices.",Too Much to Know,information-overload;knowledge-practices;early-modern,13;139,Information Practices,"Information overload and management.","Historical analogs for managing large climate datasets.",information;history
274,Peter Burke,person,1937,present,"Cultural historian who wrote a social history of knowledge examining production and circulation.",A Social History of Knowledge,knowledge-history;cultural-history;information,55;58;129,History of Knowledge,"Social history of knowledge.","Useful for understanding knowledge production in infrastructures.",history;knowledge
275,Lewis Mumford,person,1895,1990,"Historian of technology analyzing relations among technology, culture, and civilization.","Technics and Civilization; The Myth of the Machine",technology-history;megamachine;technics,171;194,History of Technology,"Technology and power; megamachine.","Critical context for infrastructure and power.",technology;power
276,Thomas P. Hughes,person,1923,2014,"Historian who developed systems approach to technology studying large technical systems.",Networks of Power,large-technical-systems;infrastructure;systems,208;224,Large Technical Systems,"Large technical systems perspective.","Directly applicable to satellite and sensor networks.",infrastructure;systems
277,David Edgerton,person,1959,present,"Historian critiquing innovation-centric narratives emphasizing technology-in-use and maintenance.",The Shock of the Old,technology-in-use;maintenance;global-technology,208;129,Technology in Use,"Use and maintenance focus.","Centers maintenance over invention for sensor network upkeep.",maintenance;use
278,Ruth Schwartz Cowan,person,1941,present,"Historian of household technology and women's work; shows how technology reorganizes labor.",More Work for Mother,domestic-technology;gender;labour,83;192;209,Technology and Gender,"Domestic technology and labor.","Analogous gendered labor issues in monitoring infrastructures.",gender;labour
279,Langdon Winner,person,1944,present,"Political theorist of technology arguing artifacts have politics.","The Whale and the Reactor; Autonomous Technology",politics-of-technology;artifacts;philosophy-of-technology,171;194;202,Politics of Technology,"Artifacts have politics.","Design choices in sensors encode political decisions.",technology;politics
280,Carolyn Marvin,person,1944,present,"Communication scholar of early electrical communication technologies.",When Old Technologies Were New,communication-technology;electricity;media-history,224;142;223,Media History,"Early electrical media.","Historical perspective on the 'newness' of satellite/sensor media.",media;communication
281,Lorraine Daston,person,1951,present,"Historian who developed historical epistemology and analysis of objectivity and epistemic virtues.","Objectivity (with Galison); Wonders and the Order of Nature",historical-epistemology;objectivity;epistemic-virtues,98;189,Historical Epistemology,"Epistemic virtues; objectivity.","Essential for changing norms of precision and objectivity in measurement.",epistemology;objectivity
282,Peter Galison,person,1955,present,"Historian of physics/material culture; trading zones concept; co-authored Objectivity.","Image and Logic; Einstein's Clocks, Poincaré's Maps; Objectivity (with Daston)",material-culture;trading-zones;objectivity,98;189;281,History of Science,"Trading zones; material culture of physics.","Frames coordination between field scientists and technicians.",epistemology;practice
283,Steven Shapin,person,1943,present,"Historian of science studying social dimensions of scientific knowledge and experiment.","Leviathan and the Air-Pump (with Schaffer); A Social History of Truth",social-construction;experiment;trust,98;17;284,Sociology of Science,"Trust, credibility, experimental practice.","Direct relevance to calibration and data quality.",trust;experiment
284,Simon Schaffer,person,1955,present,"Historian of science focusing on instruments and practices; co-authored Leviathan and the Air-Pump.","Leviathan and the Air-Pump (with Shapin)",material-culture;instruments;enlightenment-science,98;17;283,History of Science,"Instruments and practices; Enlightenment science.","Material culture of instruments aligns with sensors and calibration.",instruments;practice
285,Ian Hacking,person,1936,2023,"Philosopher of science on historical ontology and styles of reasoning.","Representing and Intervening; The Taming of Chance; The Emergence of Probability",historical-ontology;probability;styles-of-reasoning,64;281,Philosophy of Science,"Styles of reasoning; historical ontology.","Clarifies emergence of measurement concepts and practices.",epistemology;reasoning
286,Robert K. Merton,person,1910,2003,"Sociologist of science; developed norms/ethos of science and analyzed social structure of science.","The Sociology of Science; Science, Technology and Society in Seventeenth Century England",sociology-of-science;mertonian-norms;scientific-ethos,98;17,Sociology of Science,"Norms of science; ethos.","Relevance to credit and recognition in measurement work.",sociology;ethos
287,Joseph Needham,person,1900,1995,"Historian of Chinese science and technology; challenged Eurocentric narratives.",Science and Civilisation in China,chinese-science;non-western-science;comparative-science,129,History of Science,"Chinese science and technology.","Important for non-Western perspectives on infrastructures and science.",global;non-western
288,Sandra Harding,person,1935,present,"Philosopher who developed standpoint theory and postcolonial science analysis.","The Science Question in Feminism; Sciences from Below",standpoint-theory;feminist-epistemology;postcolonial-science,91;209,Philosophy of Science,"Standpoint and postcolonial science.","Centers marginalized perspectives in measurement systems.",feminism;epistemology
289,Helen Longino,person,1944,present,"Philosopher of science developing feminist epistemology and contextual empiricism.","Science as Social Knowledge; The Fate of Knowledge",feminist-epistemology;social-epistemology;contextual-empiricism,91;98,Feminist Epistemology,"Contextual empiricism.","Shows how social context shapes measurement practices.",epistemology;feminism
290,Susan Leigh Star,person,1954,2010,"Sociologist of science/information; concepts of invisible work, boundary objects, and infrastructure studies.","Sorting Things Out (with Bowker); Institutional Ecology...",invisible-work;boundary-objects;infrastructure,98;206;208,STS / Information,"Invisible work; infrastructure; boundary objects.","Core to labor visibility and articulation work in infrastructures.",labour;infrastructure
291,Geoffrey C. Bowker,person,1950,present,"Information scholar on classification, memory, and infrastructure; co-authored 'Sorting Things Out'.","Sorting Things Out (with Star); Memory Practices in the Sciences",classification;infrastructure;memory,98;208;290,STS / Information,"Classification and infrastructure.","Links classification systems to infrastructure operations and memory.",information;infrastructure
292,Karin Knorr-Cetina,person,1944,present,"Sociologist of science who developed the concept of epistemic cultures.",Epistemic Cultures,epistemic-cultures;laboratory-culture;practices,98;281,STS / Epistemology,"Epistemic cultures.","Explains varied knowledge-making practices across labs and fields.",epistemology;practice
